gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,Yes,Yes,69,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,19.75,678,No
Female,0,Yes,Yes,72,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No internet service,Two year,No,Mailed check,109.7,6076,No
Male,0,Yes,Yes,59,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,19.3,359,No
Female,0,Yes,No,20,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),96.55,1502,No
Male,0,Yes,Yes,24,Yes,No phone service,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,24.1,4822,No
Male,0,No,No,59,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),111.35,5218,No
Male,0,Yes,Yes,72,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,112.25,6038,No
Male,0,No,Yes,1,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),20.75,1621,No
Female,0,Yes,No,27,Yes,No,Fiber optic,No internet service,No,No,No internet service,No internet service,No internet service,One year,Yes,Mailed check,101.9,2333,No
Female,0,No,No,14,Yes,No,Fiber optic,No,No internet service,No,No internet service,No,No,Month-to-month,Yes,Mailed check,80.05,218,No
Male,0,Yes,Yes,71,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),105.55,5730,No
Male,0,No,Yes,13,Yes,No,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,Yes,Mailed check,78.3,72,No
Male,0,No,No,44,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,68.85,2552,No
Female,0,No,No,33,Yes,No,Fiber optic,No,No internet service,No,No internet service,No,No,One year,Yes,Electronic check,79.95,2336,No
Male,0,Yes,Yes,72,No,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No,No internet service,Two year,Yes,Mailed check,55.45,3571,No
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),79.9,5974,Yes
Female,0,No,No,19,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),106.6,1536,Yes
Male,0,Yes,No,64,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,102.45,5291,No
Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,46.0,6174,Yes
Female,0,No,No,1,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),25.25,2152,No
Male,0,No,Yes,61,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),19.75,237,No
Female,0,Yes,Yes,29,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),20.0,4493,No
Male,1,Yes,No,23,Yes,No phone service,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),86.8,1580,No
Female,0,Yes,No,57,No,Yes,DSL,No internet service,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,58.75,2976,No
Male,0,Yes,Yes,72,No,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No,No,Two year,No,Mailed check,45.25,2727,No
Male,0,Yes,No,66,No,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No,Two year,Yes,Electronic check,56.6,3250,No
Male,0,Yes,Yes,65,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,84.2,4450,No
Female,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,Yes,Electronic check,80.0,5063,No
Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.15,2329,Yes
Female,0,Yes,No,71,Yes,No phone service,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,24.75,1390,No
Male,0,Yes,Yes,1,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),20.2,1610,No
Male,0,Yes,No,4,Yes,No,DSL,No,No,No,No internet service,No,No,Month-to-month,No,Credit card (automatic),50.05,1326,Yes
Female,0,No,No,12,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,19.35,1807,No
Male,0,No,No,24,No,Yes,DSL,No internet service,No,No,No,No internet service,No internet service,One year,Yes,Credit card (automatic),50.6,525,No
Female,0,Yes,Yes,31,Yes,No,DSL,No internet service,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),81.15,2198,No
Female,0,Yes,No,1,Yes,No,DSL,No,No,No,No,No internet service,No,Month-to-month,No,Credit card (automatic),55.2,4560,Yes
Male,0,No,No,30,Yes,No phone service,Fiber optic,No,No,No,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,89.9,2365,No
Female,0,Yes,Yes,47,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,85.3,3495,No
Male,0,No,No,54,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,108.0,4756,No
Male,0,No,No,50,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,93.5,4015,No
Male,0,No,No,1,Yes,No,Fiber optic,No internet service,No,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),84.6,6175,Yes
Female,0,No,No,72,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,20.25,1016,No
Female,0,No,No,29,Yes,No phone service,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),25.15,5529,No
Male,0,No,No,2,Yes,No phone service,DSL,No,No internet service,No,No,No,No,Month-to-month,Yes,Credit card (automatic),54.4,269,Yes
Female,0,No,No,10,No,Yes,DSL,No,No,No,No internet service,No,No,Two year,Yes,Credit card (automatic),29.6,2583,No
Male,0,Yes,No,18,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),73.15,561,No
Female,1,No,No,11,Yes,No,Fiber optic,No,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),95.0,231,Yes
Male,0,No,No,16,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),19.75,2456,No
Female,0,No,No,72,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,86.6,5128,No
Male,0,No,No,72,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,109.2,5946,No
Female,0,Yes,Yes,41,Yes,No,DSL,No internet service,No,No,No internet service,No internet service,No internet service,One year,Yes,Mailed check,74.7,2771,No
Female,1,Yes,No,65,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),94.4,4999,No
Female,1,No,No,13,Yes,No,DSL,No,No internet service,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.8,5674,No
Male,1,No,No,4,Yes,No,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.35,2376,No
Male,0,No,No,41,Yes,No phone service,DSL,No,No,No internet service,No,No,No internet service,One year,No,Credit card (automatic),65.0,2187,No
Male,1,No,No,15,Yes,No,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.4,146,Yes
Male,0,No,No,1,Yes,No,DSL,No internet service,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),48.55,4051,Yes
Male,0,No,No,42,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,No,No internet service,One year,Yes,Bank transfer (automatic),99.0,3653,No
Female,0,Yes,No,51,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No,One year,Yes,Bank transfer (automatic),93.5,3921,No
Female,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.4,864,Yes
Male,1,Yes,No,1,No,Yes,DSL,No,No internet service,No,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),40.2,3414,Yes
Male,0,No,Yes,32,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,83.7,2280,No
Male,0,No,No,10,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),19.85,1529,No
Female,0,Yes,Yes,67,No,Yes,DSL,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),59.55,3494,No
Female,0,Yes,Yes,61,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,115.1,5524,No
Male,0,No,No,50,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,114.35,4775,No
Female,0,Yes,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.6,6021,Yes
Female,1,Yes,No,29,No,Yes,DSL,No internet service,No,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),45.0,416,No
Male,1,No,No,3,No,Yes,DSL,No,No,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),41.15,583,Yes
Male,1,No,No,13,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),106.9,660,Yes
Male,1,Yes,No,57,Yes,No phone service,Fiber optic,No,No internet service,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),89.85,4178,No
Female,0,No,No,31,No,Yes,DSL,No internet service,No internet service,No,No internet service,No,No internet service,Two year,Yes,Electronic check,49.85,942,No
Female,0,Yes,No,45,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),113.3,4263,No
Female,0,Yes,Yes,61,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),88.1,4589,No
Male,0,No,No,50,Yes,No phone service,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,24.9,363,No
Female,1,No,No,19,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),105.0,1633,No
Male,0,No,No,59,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),19.35,196,Yes
Female,0,Yes,No,71,Yes,No phone service,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,24.25,1241,No
Female,1,No,No,16,Yes,No,Fiber optic,No,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),94.45,930,Yes
Male,0,Yes,No,57,Yes,No,DSL,No internet service,No internet service,No,No internet service,No,No,Two year,Yes,Bank transfer (automatic),59.75,2987,No
Male,0,No,No,1,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.8,2044,Yes
Male,1,Yes,No,20,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),107.05,1790,No
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),70.6,5513,Yes
Male,0,Yes,No,5,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),85.4,3422,Yes
Female,0,Yes,No,52,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),105.05,4658,Yes
Male,1,Yes,No,21,Yes,No,DSL,No internet service,No internet service,No,No,No,No internet service,Month-to-month,Yes,Electronic check,64.95,615,No
Male,0,No,No,14,No,Yes,DSL,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),55.0,5873,No
Female,0,No,No,5,Yes,No,DSL,No,No internet service,No,No,No,No,Month-to-month,No,Electronic check,50.55,2089,No
Female,0,No,No,6,Yes,No,DSL,No internet service,No internet service,No,No,No,No,Month-to-month,No,Credit card (automatic),55.15,2803,No
Female,0,No,No,10,Yes,No,DSL,No,No internet service,No,No,No,No,Month-to-month,No,Bank transfer (automatic),51.2,4212,No
Female,0,No,Yes,1,Yes,No phone service,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),25.4,2155,No
Female,0,No,No,68,Yes,No phone service,DSL,No internet service,No,No,No,No,No,Month-to-month,No,Credit card (automatic),54.45,3176,No
Male,0,Yes,Yes,18,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),95.15,1306,Yes
Female,0,No,No,22,Yes,No phone service,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,76.0,1316,No
Female,0,No,No,20,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.35,6383,No
Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.0,5501,Yes
Male,1,No,No,8,Yes,No,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.5,4955,Yes
Male,0,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.85,3698,Yes
Male,1,No,No,24,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),76.1,1213,Yes
Male,0,No,No,35,Yes,No,DSL,No internet service,No internet service,No internet service,No,No,No,One year,No,Credit card (automatic),61.2,1655,No
Male,0,Yes,Yes,23,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No,No,One year,No,Credit card (automatic),86.8,1544,No
Female,1,No,No,6,Yes,No,Fiber optic,No,No,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),89.35,4686,No
Female,0,No,No,12,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),19.7,1823,No
Male,0,No,No,1,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),20.25,1611,No
Female,0,Yes,Yes,71,Yes,No,Fiber optic,No,No,No internet service,No,No,No,Two year,No,Bank transfer (automatic),76.05,4517,No
Male,1,Yes,No,35,Yes,No phone service,Fiber optic,No,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),100.8,2977,No
Male,0,Yes,Yes,40,Yes,No phone service,DSL,No,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),74.55,2613,No
Female,0,No,Yes,1,Yes,No,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.6,5668,Yes
Male,0,No,No,23,Yes,No,DSL,No,No,No,No,No internet service,No internet service,One year,Yes,Electronic check,64.9,922,No
Female,1,No,No,4,Yes,No phone service,Fiber optic,No,No,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),95.45,3387,Yes
Male,0,No,No,4,Yes,No,Fiber optic,No,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),90.4,3083,No
Female,0,Yes,Yes,68,No,Yes,DSL,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,60.3,3498,No
Male,0,No,Yes,38,Yes,No phone service,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,Yes,Credit card (automatic),81.85,2732,No
Male,0,Yes,Yes,52,Yes,No phone service,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),24.8,417,No
Male,1,Yes,No,32,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.9,1943,Yes
Male,0,Yes,Yes,29,Yes,No,DSL,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),75.55,1683,No
Male,1,Yes,Yes,38,Yes,No phone service,Fiber optic,No,No internet service,No,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),101.15,3220,No
Male,0,No,Yes,48,Yes,No phone service,DSL,No internet service,No,No internet service,No,No internet service,No internet service,One year,Yes,Mailed check,78.75,3173,No
Female,0,No,No,1,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,19.25,1480,No
Female,0,No,No,22,Yes,No,Fiber optic,No internet service,No,No,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),89.05,1460,No
Female,0,No,No,43,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,115.05,4134,No
Female,1,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.35,2954,No
